Date,Open,High,Low,Close,Adj Close,Volume
25/02/2022,28668.00781,29592.67578,28479.08203,29247.96484,29247.96484,19799061678
26/02/2022,29247.11719,29838.0293,28866.32422,29166.61328,29166.61328,13028192715
27/02/2022,29161.80273,29669.16406,27948.23047,28200.28125,28200.28125,17536568231
28/02/2022,28197.45313,32618.82617,28061.86133,32180.73047,32180.73047,26590523798
01/03/2022,32181.67578,33406.48438,32029.05469,33260.21094,33260.21094,24355063457
02/03/2022,33262.44531,33790.69141,32596.83398,32787.46484,32787.46484,21783938704
03/03/2022,32788.26953,32892.26172,31408.81641,31797.79102,31797.79102,18701693099
04/03/2022,31802.54883,31829.67773,29318.40234,29588.06836,29588.06836,21558329715
05/03/2022,29596.26758,29912.18945,29315.47852,29786.88086,29786.88086,12833810568
06/03/2022,29789.61328,29968.01367,28888.04492,29080.16211,29080.16211,14945204003
07/03/2022,29087.2168,30041.33789,28431.28516,29024.66602,29024.66602,21768204282
08/03/2022,29023.03711,29913.31445,28951.23828,29573.54102,29573.54102,19678849113
09/03/2022,29577.77734,32275.3125,29545.05859,31841.65625,31841.65625,24485665609
10/03/2022,31834.93945,31895.57617,29479.13477,30099.02344,30099.02344,23719058690
11/03/2022,30100.93945,30564.60547,29292.875,29775.29688,29775.29688,20235158892
12/03/2022,29774.90625,30148.08398,29736.94531,29837.7832,29837.7832,11210218380
13/03/2022,29822.99023,30071.96484,28932.05469,29004.46094,29004.46094,13257682236
14/03/2022,29001.89648,30549.18555,28892.45703,30490.00977,30490.00977,18695324858
15/03/2022,30488.08398,30504.8125,29396.95898,30157.93945,30157.93945,18348307679
16/03/2022,30155.47266,31764.60938,29896.58008,31310.32422,31310.32422,30148275138
17/03/2022,31307.97656,31379.92969,30875.0332,31121.49219,31121.49219,16726460466
18/03/2022,31116.52344,32003.32031,30693.01758,31713.19922,31713.19922,26114539831
19/03/2022,31708.26172,32104.21484,31562.61328,32008.69922,32008.69922,14919094838
20/03/2022,32009.26953,32047.01953,31108.99805,31344.30273,31344.30273,15295266940
21/03/2022,31343.01953,31460.66406,30897.13867,31192.41406,31192.41406,18691714320
22/03/2022,31189.45703,32847.01172,31133.71484,31930.02734,31930.02734,24125074956
23/03/2022,31934.22656,32481.23633,31533.97461,32480.82031,32480.82031,19115294368
24/03/2022,32476.04688,33486.45703,32391.38672,33318.21094,33318.21094,23527639073
25/03/2022,33320.94922,34117.17578,33171.01563,33622.99219,33622.99219,23179991242
26/03/2022,33623.84375,33915.29688,33484.66016,33737.01172,33737.01172,12850496649
27/03/2022,33740.44531,35554.79688,33688.84375,35542.41797,35542.41797,21377522767
28/03/2022,35543.44922,36750.17188,35453.69141,35977.1875,35977.1875,27758630397
29/03/2022,35956.14453,36548.75391,35956.14453,36252.85156,36252.85156,23980100408
30/03/2022,36246.10547,36295.54297,35702.41797,35822.92188,35822.92188,22328219124
31/03/2022,35822.53125,36171.85547,34523.04297,34639.94922,34639.94922,25351207304
01/04/2022,34669.00781,34763.71875,33854.15234,34429.82422,34429.82422,31307028480
